,word,word_cut
6429,互易的,互易d 的uj
6430,复合切换差,复合v 切换v 差a
6431,频段重叠退火,频段n 重叠v 退火v
6432,回收,回收v
6433,证书编号反射器,证书编号n 反射器n
6434,反射层反射计,反射层n 反射v 计n
6435,反应堆冷却剂系统和相关系统,反应堆n 冷却剂n 系统n 和c 相关v 系统n
6436,冷却重熔,冷却v 重熔n
6437,电渣重熔观察孔再生,电渣n 重熔n 观察v 孔nr 再生v
6438,充电率,充电v 率v
6439,放电率,放电v 率v
6440,终止充电率,终止v 充电v 率v
6441,周期状态,周期t 状态n
6442,正弦状态,正弦n 状态n
6443,瞬态,瞬态n
6444,中性区寄存器,中性区n 寄存器n
6445,用户调整,用户n 调整vn
6446,控制器,控制器n
6447,分布反馈控制,分布v 反馈v 控制v
6448,输出反馈控制,输出v 反馈v 控制v
6449,状态反馈控制,状态n 反馈v 控制v
6450,分时控制,分v 时n 控制v
6451,适应控制,适应控制n
6452,参比变量前馈控制,参比v 变量vn 前馈v 控制v
6453,扰动前馈控制,扰动vn 前馈v 控制v
6454,基于观测器的控制,基于p 观测器n 的uj 控制v
6455,基于模型的控制,基于p 模型n 的uj 控制v
6456,集中控制,集中控制n
6457,随动控制,随动d 控制v
6458,极限控制,极限a 控制v
6459,定值控制,定值n 控制v
6460,比值控制,比值n 控制v
6461,串级控制,串级b 控制v
6462,交替控制,交替v 控制v
6463,时间程序闭环控制,时间n 程序n 闭环控制n
6464,递阶控制,递阶控制n
6465,模态控制,模态n 控制v
6466,多位控制,多位m 控制v
6467,多变量控制,多m 变量vn 控制v
6468,最优控制,最优控制n
6469,分程控制,分程n 控制v
6470,采样控制,采样v 控制v
6471,鲁棒控制,鲁棒控制nz
6472,辅助控制,辅助vn 控制v
6473,场地恢复,场地s 恢复v
6474,放射性排出流,放射性n 排出v 流n
6475,相对形容词,相对d 形容词n
6476,二元关系,二元关系l
6477,玻尔兹曼关系,玻尔兹曼nrt 关系n
6478,等价关系,等价关系l
6479,序关系,序n 关系n
6480,函数关系记日志,函数n 关系n 记n 日志ns
6481,雷姆,雷姆nr
6482,稳定回填物,稳定a 回填v 物zg
6483,修复,修复v
6484,电解质爬渗,电解质n 爬v 渗v
6485,探测器效率机架和机柜组,探测器n 效率n 机架n 和c 机柜n 组zg
6486,格距尺寸,格距nz 尺寸n
6487,开口尺寸,开口n 尺寸n
6488,网格模序,网格n 模序n
6489,格距基本格距,格距nz 基本n 格距nz
6490,设备适配性基准面,设备vn 适配v 性n 基准面n
6491,连接件术语,连接件n 术语n
6492,固定连接器浮动安装连接器,固定a 连接器l 浮动vn 安装v 连接器l
6493,自由连接器无极性连接器,自由a 连接器l 无v 极性n 连接器l
6494,插口电话插塞,插口n 电话n 插塞v
6495,接线板零插拔力连接器,接线板n 零m 插拔n 力n 连接器l
6496,固定板装连接器,固定a 板装n 连接器l
6497,连接件技术特征和因素术语,连接件n 技术n 特征n 和c 因素n 术语n
6498,接触件号,接触v 件m 号m
6499,套管封线体封线体配线范围,套管n 封线n 体封v 线体n 配线n 范围n
6500,导向销,导向n 销v
6501,多功能中心,多功能b 中心n
6502,弹性卡夹连接装置,弹性n 卡夹nr 连接v 装置n
6503,多重模块卡夹单元,多重m 模块n 卡夹nr 单元n
6504,固定销,固定a 销v
6505,啮合指示,啮合v 指示v
6506,插拔螺杆装置,插拔n 螺杆n 装置n
6507,接触件保持套,接触v 件zg 保持v 套q
6508,棋盘形排列,棋盘形n 排列v
6509,编码装置,编码n 装置n
6510,可拼接后插,可v 拼接v 后f 插v
6511,电缆夹电缆屏蔽夹,电缆n 夹n 电缆n 屏蔽n 夹n
6512,部门及电力市场概念与参数,部门n 及c 电力n 市场n 概念n 与p 参数n
6513,充裕性,充裕a 性n
6514,各部门发电商,各r 部门n 发电vn 商n
6515,组织部门与技术约束,组织部门n 与p 技术n 约束vn
6516,连接于供电,连接v 于p 供电vn
6517,接网协议,接网v 协议n
6518,不计量供电,不d 计量n 供电vn
6519,接入低压网的小型发电装置可再生能源,接入v 低压v 网n 的uj 小型b 发电vn 装置n 可v 再生能源l
6520,绝缘电缆,绝缘n 电缆n
6521,带绝缘电缆,带v 绝缘n 电缆n
6522,分相屏蔽电缆,分v 相v 屏蔽n 电缆n
6523,分隔同心式电缆,分隔v 同心n 式k 电缆n
6524,统包屏蔽电缆,统包v 屏蔽n 电缆n
6525,充油电缆,充油n 电缆n
6526,管式充油电缆,管式n 充油n 电缆n
6527,同心中性线电缆,同心n 中性线n 电缆n
6528,压力电缆,压力n 电缆n
6529,压气电缆,压气n 电缆n
6530,充气电缆,充气n 电缆n
6531,自容式压力电缆,自容式l 压力n 电缆n
6532,单芯电缆,单芯n 电缆n
6533,架空电缆,架空电缆n
6534,防扭电缆,防扭v 电缆n
6535,点火电缆,点火v 电缆n
6536,控制电缆,控制v 电缆n
6537,热电偶补偿电缆,热电偶n 补偿vn 电缆n
6538,仪表电缆,仪表n 电缆n
6539,输出电缆,输出v 电缆n
6540,爆破电缆,爆破v 电缆n
6541,热电偶延伸电缆,热电偶n 延伸v 电缆n
6542,管式电缆,管式n 电缆n
6543,扁电缆,扁a 电缆n
6544,单相同心中性线电缆,单n 相同d 心n 中性线n 电缆n
6545,多导体电缆,多m 导体n 电缆n
6546,多芯电缆,多芯m 电缆n
6547,导引电缆,导引v 电缆n
6548,承力索,承力索nr
6549,软电缆,软a 电缆n
6550,三相同心中性线电缆,三m 相同d 心n 中性线n 电缆n
6551,分相铅套电缆,分相d 铅套n 电缆n
6552,电缆光缆,电缆n 光缆n
6553,端子保护套,端子n 保护套n
6554,转换速率标度盘,转换v 速率n 标度盘n
6555,测量盘,测量vn 盘q
6556,电池组合箱,电池n 组合v 箱q
6557,反应堆容器,反应堆n 容器n
6558,膜态沸腾,膜态n 沸腾v
6559,燃料通道,燃料n 通道v
6560,束流孔,束流vn 孔nr
6561,辐照孔道,辐照v 孔道nr
6562,布线系统,布线n 系统n
6563,乙丙橡胶,乙丙橡胶n
6564,三元乙丙橡胶,三元m 乙丙橡胶n
6565,容量,容量n
6566,额定容量,额定b 容量n
6567,微分电容,微分n 电容n
6568,理想电容器,理想n 电容器n
6569,质量容量,质量n 容量n
6570,面积容量,面积n 容量n
6571,体积容量,体积n 容量n
6572,电容性的,电容n 性n 的uj
6573,密封端帽敏感器敏感器,密封ns 端帽n 敏感a 器n 敏感a 器n
6574,传感器,传感器n
6575,轨道电子俘获,轨道电子n 俘获v
6576,辐射俘获,辐射v 俘获v
6577,俘获,俘获v
6578,稳定负载特性,稳定a 负载v 特性n
6579,比特性,比p 特性n
6580,供电站,供电站n
6581,电位电势,电位n 电势n
6582,电的电器的电气的,电n 的uj 电器n 的uj 电气n 的uj
6583,低压电流,低压v 电流n
6584,高压电流,高压n 电流n
6585,中压电流,中f 压v 电流n
6586,有效电流,有效a 电流n
6587,交流电,交流电n
6588,输出电压,输出v 电压n
6589,两相交流电,两m 相v 交流电n
6590,入口电压,入口ns 电压n
6591,三相交流电,三相n 交流电n
6592,对地电压,对p 地n 电压n
6593,直流电,直流电n
6594,电源电压供电电压,电源n 电压n 供电vn 电压n
6595,恒定电流,恒定电流n
6596,供电电压网络电压,供电vn 电压n 网络n 电压n
6597,输入电流,输入v 电流n
6598,终端电压,终端n 电压n
6599,起动电压,起动v 电压n
6600,额定工作电流,额定b 工作vn 电流n
6601,单相电流,单相n 电流n
6602,制动电压,制动v 电压n
6603,三相电流,三m 相电流n
6604,同步电压,同步d 电压n
6605,有效功率,有效a 功率n
6606,空载功率,空载v 功率n
6607,起动功率,起动v 功率n
6608,输入功率,输入v 功率n
6609,电缆包皮电缆套管,电缆n 包皮n 电缆n 套管n
6610,输出功率,输出功率n
6611,电缆布线槽,电缆n 布线n 槽ng
6612,标定功率额定功率,标定n 功率n 额定功率n
6613,电线,电线n
6614,总低压配电柜,总b 低压配电n 柜n
6615,电压调节器,电压n 调节器n
6616,总中压配电柜,总b 中压n 配电柜nz
6617,变压,变压vn
6618,动力控制柜,动力n 控制柜n
6619,照明配电柜,照明v 配电柜nz
6620,配电柜配电箱,配电柜nz 配电箱nz
6621,控制箱开关箱开关柜,控制箱n 开关v 箱q 开关柜n
6622,柴油发电机组,柴油n 发电机组n
6623,电缆,电缆n
6624,电气设备柜,电气设备n 柜n
6625,屏蔽电缆,屏蔽n 电缆n
6626,箱盒,箱盒n
6627,地线,地uv 线n
6628,控制箱闸盒转换开关箱,控制箱n 闸盒n 转换开关l 箱q
6629,三芯电缆,三m 芯ng 电缆n
6630,同轴电缆,同轴电缆nz
6631,连接电缆中继电缆,连接v 电缆n 中继nz 电缆n
6632,保险丝盒,保险丝n 盒q
6633,橡皮绝缘电缆,橡皮n 绝缘n 电缆n
6634,双断开关,双断d 开关v
6635,电缆芯线,电缆n 芯线n
6636,急停开关,急停d 开关v
6637,布线架线接线,布线n 架线n 接线n
6638,自动断路器,自动vn 断路器n
6639,进线开关,进v 线n 开关v
6640,电缆桥架,电缆n 桥架n
6641,相电压平衡保护器,相电压v 平衡a 保护器n
6642,延时开关,延时ns 开关v
6643,过载电流断路器,过载v 电流n 断路器n
6644,蓄电池组,蓄电池n 组zg
6645,电线套管,电线n 套管n
6646,拉绳开关,拉绳nz 开关v
6647,电流计检流计,电流计n 检流计n
6648,使嵌入暗装,使v 嵌入v 暗装v
6649,按钮开关,按钮开关b
6650,遥控开关,遥控vn 开关v
6651,伺服伺服装置随动装置,伺服v 伺服v 装置n 随动d 装置n
6652,盒式开关防水开关,盒式n 开关v 防水v 开关v
6653,安培,安培nr
6654,推式开关,推式n 开关v
6655,按板开关,按p 板n 开关v
6656,毫安,毫安q
6657,地插,地uv 插v
6658,伏安,伏安ns
6659,插头,插头n
6660,千伏,千伏q
6661,电流插头,电流n 插头n
6662,单极插头,单极n 插头n
6663,三极插头,三极ns 插头n
6664,四极插头,四极ns 插头n
6665,千瓦小时度,千瓦小时q 度zg
6666,欧姆,欧姆nr
6667,套套管,套套n 管vn
6668,接线卡子线鼻子,接线n 卡子nr 线n 鼻子n
6669,电缆终端管套,电缆n 终端n 管套n
6670,环形铁芯,环形n 铁芯n
6671,热缩套,热缩v 套q
6672,电线线夹,电线n 线n 夹v
6673,电缆穿线套,电缆n 穿线n 套q
6674,线夹弓形夹,线n 夹v 弓形n 夹n
6675,地线连接件,地uv 线n 连接件n
6676,电缆夹,电缆n 夹n
6677,尼龙自锁螺母,尼龙nr 自锁l 螺母n
6678,分路分路器,分路n 分路n 器n
6679,紧固扭距,紧固a 扭距v
6680,电场分配器,电场n 分配器n
6681,接地开关,接地v 开关v
6682,断电,断电n
6683,配有保险丝的开关柜,配有v 保险丝n 的uj 开关柜n
6684,开关保险丝组合柜,开关v 保险丝n 组合柜n
6685,控制的解除,控制v 的uj 解除v
6686,应急电,应急vn 电n
6687,汇流牌箱,汇流n 牌箱n
6688,运行运作,运行v 运作vn
6689,检测箱,检测vn 箱q
6690,在标称电压,在p 标称n 电压n
6691,的范围内可保证运转,的uj 范围n 内f 可v 保证v 运转vn
6692,电缆连接箱,电缆n 连接v 箱q
6693,使用说明书,使用v 说明书n
6694,有电指示器,有v 电n 指示器n
6695,接线子,接线n 子ng
6696,电缆连接检查口,电缆n 连接v 检查vn 口q
6697,附照明器材,附v 照明v 器材n
6698,端子接线柱,端子n 接线柱n
6699,灯灯泡,灯n 灯泡n
6700,端子牌,端子n 牌n
6701,卡口灯泡,卡口ns 灯泡n
6702,通电,通电j
6703,指示灯,指示灯n
6704,设备下区段的通电,设备vn 下f 区段n 的uj 通电j
6705,荧光灯,荧光灯n
6706,乳白色灯泡,乳白色n 灯泡n
6707,非正常情况和故障排除表,非正常b 情况n 和c 故障n 排除v 表v
6708,领航灯,领航n 灯n
6709,抗老化性能,抗老化j 性能n
6710,跑道标,跑道v 标n
6711,各机柜的组合安装,各r 机柜n 的uj 组合v 安装v
6712,入口指示灯,入口ns 指示灯n
6713,与地面的固定,与p 地面n 的uj 固定a
6714,灯泡,灯泡n
6715,螺口灯泡,螺口n 灯泡n
6716,操纵杆,操纵杆n
6717,监相器,监vn 相器n
6718,白炽灯泡,白炽灯n 泡v
6719,同相位,同p 相位v
6720,灯光箱,灯光n 箱q
6721,相位不平衡,相位v 不d 平衡a
6722,聚光灯射灯,聚光灯n 射灯n
6723,筒灯小聚光灯,筒灯n 小a 聚光灯n
6724,嵌入式筒灯,嵌入式nz 筒灯n
6725,航空灯标,航空n 灯标n
6726,信号转换器,信号n 转换器l
6727,光感器,光n 感器n
6728,灯管,灯管n
6729,荧光灯管,荧光灯n 管vn
6730,镇流管,镇流管n
6731,顶灯吸顶灯,顶灯n 吸顶灯n
6732,枝形路灯,枝形n 路灯n
6733,格栅灯,格栅灯n
6734,应急灯变电站,应急灯i 变电站n
6735,枢纽变电站,枢纽n 变电站n
6736,区域变电站,区域n 变电站n
6737,地区变电站,地区n 变电站n
6738,终端变电站,终端n 变电站n
6739,用户变电站,用户n 变电站n
6740,地下变电站,地下s 变电站n
6741,有人值班变电站,有人r 值班v 变电站n
6742,无人值班变电站,无人n 值班v 变电站n
6743,遥控变电站,遥控vn 变电站n
6744,主控变电站,主控b 变电站n
6745,子变电站,子ng 变电站n
6746,牵引变电站,牵引v 变电站n
6747,敞开式变电站,敞开式b 变电站n
6748,气体绝缘金属封闭变电站,气体n 绝缘n 金属n 封闭v 变电站n
6749,户内变电站,户内s 变电站n
6750,户外变电站,户外s 变电站n
6751,升压变电站,升压v 变电站n
6752,降压变电站,降压v 变电站n
6753,变电站总布置,变电站n 总b 布置n
6754,联相布置,联相n 布置n
6755,分相布置,分v 相v 布置n
6756,混相布置,混相n 布置n
6757,高型布置,高型b 布置n
6758,半高型布置,半m 高型b 布置n
6759,中型布置,中型b 布置n
6760,变电站构架,变电站n 构架n
6761,单母线接线,单n 母线n 接线n
6762,单母线分段接线,单n 母线n 分段n 接线n
6763,单母线分段带旁路接线,单n 母线n 分段n 带v 旁路ns 接线n
6764,双母线接线,双n 母线n 接线n
6765,双母线分段接线,双n 母线n 分段n 接线n
6766,双母线带旁路接线,双n 母线n 带v 旁路ns 接线n
6767,双母线分段带旁路接线,双n 母线n 分段n 带v 旁路ns 接线n
6768,桥形接线,桥形n 接线n
6769,一个半断路器接线,一个半m 断路器n 接线n
6770,双断路器接线,双n 断路器n 接线n
6771,三分之四断路器接线,三分m 之u 四m 断路器n 接线n
6772,环形母线变电站,环形n 母线n 变电站n
6773,多角形母线变电站,多角形n 母线n 变电站n
6774,三母线变电站,三m 母线n 变电站n
6775,母线排,母线n 排v
6776,工作母线,工作vn 母线n
6777,旁路母线,旁路ns 母线n
6778,有载分段母线,有载v 分段n 母线n
6779,无载分段母线,无载v 分段n 母线n
6780,母线段,母线n 段q
6781,硬母线,硬a 母线n
6782,软母线,软a 母线n
6783,封闭母线,封闭v 母线n
6784,变电站间隔,变电站n 间隔n
6785,馈线间隔,馈线n 间隔n
6786,出线馈线,出线n 馈线n
6787,进线馈线,进v 线n 馈线n
6788,相间净距,相间n 净距n
6789,相对地净距,相对d 地净距n
6790,作业净距,作业n 净距n
6791,变电站电缆槽道,变电站n 电缆n 槽ng 道q
6792,变电站电缆管道,变电站n 电缆n 管道n
6793,电缆架,电缆n 架q
6794,电缆托架,电缆n 托架n
6795,泄油池,泄zg 油池n
6796,接地回路连接器,接地v 回路v 连接器l
6797,变电站控制室,变电站n 控制室n
6798,变电站继电保护室,变电站n 继电保护n 室n
6799,变电站继电保护小室,变电站n 继电保护n 小室n
6800,主变压器,主b 变压器n
6801,备用变压器,备用v 变压器n
6802,厂用变压器,厂用n 变压器n
6803,联络变压器,联络n 变压器n
6804,油浸式变压器,油浸n 式k 变压器n
6805,干式变压器,干式n 变压器n
6806,密封式变压器,密封式n 变压器n
6807,六氟化硫绝缘变压器,六氟化硫nz 绝缘n 变压器n
6808,单相变压器,单相n 变压器n
6809,三相变压器,三相n 变压器n
6810,独立绕组变压器,独立v 绕组n 变压器n
6811,增压变压器,增压v 变压器n
6812,接地变压器,接地v 变压器n
6813,有载调压变压器,有载v 调压vn 变压器n
6814,壳式变压器,壳式n 变压器n
6815,芯式变压器,芯式n 变压器n
6816,户内变压器,户内s 变压器n
6817,户外变压器,户外s 变压器n
6818,移动变压器,移动vn 变压器n
6819,柱上变压器,柱n 上f 变压器n
6820,高压绕组,高压n 绕组n
6821,低压绕组,低压v 绕组n
6822,中压绕组,中f 压v 绕组n
6823,附加绕组,附加v 绕组n
6824,稳定绕组,稳定a 绕组n
6825,串联绕组,串联ns 绕组n
6826,变压器励磁绕组,变压器n 励磁n 绕组n
6827,初级绕组,初级b 绕组n
6828,次级绕组,次级绕组n
6829,公共绕组,公共b 绕组n
6830,相绕组,相v 绕组n
6831,全绝缘绕组,全a 绝缘n 绕组n
6832,分级绝缘绕组,分级vn 绝缘n 绕组n
6833,变压器冷却,变压器n 冷却v
6834,自冷,自冷a
6835,风冷,风冷n
6836,强迫油循环水冷,强迫a 油n 循环水l 冷a
6837,强迫油循环风冷,强迫a 油n 循环vn 风冷n
6838,强迫油循环导向冷却,强迫a 油n 循环vn 导向n 冷却v
6839,强迫油循环导向水冷却,强迫a 油n 循环vn 导向n 水冷却l
6840,分接,分接v
6841,主分接,主分ad 接v
6842,变压器额定电压比,变压器n 额定b 电压n 比p
6843,变压器额定容量,变压器n 额定b 容量n
6844,负载损耗,负载v 损耗n
6845,附加损耗,附加v 损耗n
6846,总损耗,总b 损耗n
6847,温升,温升nr
6848,三角形联结,三角形n 联结v
6849,开口三角形联结,开口n 三角形n 联结v
6850,斯柯特联结,斯柯特nr 联结v
6851,变压器相位移,变压器n 相v 位移v
6852,变压器联结组别,变压器n 联结v 组别v
6853,变压器调压装置,变压器n 调压vn 装置n
6854,有载分接开关,有载v 分接v 开关v
6855,无励磁分接开关,无v 励磁n 分接v 开关v
6856,分接选择器,分接v 选择器n
6857,切换开关,切换v 开关v
6858,选择开关,选择开关n
6859,转换选择器,转换v 选择器n
6860,瓷套管,瓷n 套管n
6861,油浸纸套管,油n 浸纸v 套管n
6862,电容型套管,电容n 型k 套管n
6863,油气套管,油气n 套管n
6864,串联电抗器,串联ns 电抗器n
6865,并联电抗器,并联ns 电抗器n
6866,消弧电抗器,消弧n 电抗器n
6867,三相中性点电抗器,三相n 中性点n 电抗器n
6868,滤波电抗器,滤波n 电抗器n
6869,油浸式电抗器,油浸n 式k 电抗器n
6870,干式电抗器,干式n 电抗器n
6871,密封式电抗器,密封式n 电抗器n
6872,自饱和并联电抗器,自p 饱和a 并联ns 电抗器n
6873,可控饱和并联电抗器,可控v 饱和a 并联ns 电抗器n
6874,电力电容器,电力n 电容器n
6875,电力电子电容器,电力n 电子n 电容器n
